deal_id|company_id|deal_number|deal_date|deal_status|deal_size|last_updated
72518-77T|112835-62|2|07/06/2016|11|10.0|02/15/2017
79571-80T|112850-47|3|12/01/2016|11|4.16|02/15/2017
72532-09T|112858-57|3|12/01/2013|11|1.75|02/15/2017
49780-99T|112887-10|1|05/19/2014|11|1.0|02/15/2017
49781-44T|112887-10|2|05/04/2015|11||02/15/2017
68123-53T|112888-09|3|03/01/2016|11|1.0|02/15/2017
49999-96T|112889-71|2|04/16/2015|11|0.15|02/15/2017
50073-40T|112889-89|2|04/15/2015|11|0.1|02/15/2017
49795-39T|112896-91|1|03/03/2015|11|3.8|02/15/2017
49805-65T|112906-63|1|09/21/2007|11|1.53|02/15/2017
50542-03T|112920-40|1|07/28/2014|11|0.78|02/15/2017
65678-95T|112920-40|5|02/10/2016|11|10.5|02/15/2017
67441-51T|112924-99|2|07/23/2013|11|0.33|02/15/2017
49827-61T|112928-86|1|05/08/2015|11|0.75|02/15/2017
49873-42T|112929-76|1|01/01/2014|11|0.2|02/15/2017
75776-68T|112929-76|2|09/01/2015|11|1.7|02/15/2017
54016-66T|112941-64|5|08/09/2015|11||02/15/2017
67172-14T|112941-64|6|03/02/2016|11|6.0|02/15/2017
49985-83T|112950-64|1|05/07/2015|11|4.5|02/15/2017
67088-08T|112950-64|2|02/12/2016|11|10.1|02/15/2017
81524-62T|112950-64|3|01/24/2017|11|14.6|02/15/2017
49870-99T|112954-87|2|09/29/2014|11|0.25|02/15/2017
81076-42T|112954-87|3|01/24/2017|11|3.5|02/15/2017
81978-31T|112958-83|3|02/06/2017|11|1.5|02/15/2017
76057-48T|112959-28|1|11/01/2014|11|0.78|02/15/2017
49861-90T|112959-28|2|08/30/2016|11|1.3|02/15/2017
55588-24T|112959-64|1|08/01/2015|12||02/15/2017
49892-95T|112977-28|1|05/11/2015|11|0.7|02/15/2017
63763-75T|112983-31|1|04/01/2013|11|0.38|02/15/2017
49908-07T|112984-75|1|05/11/2015|11|0.8|02/15/2017
49909-51T|112984-93|1|05/11/2015|11|5.0|02/15/2017
67159-18T|112984-93|2|04/08/2016|11|2.23|02/15/2017
63763-84T|112985-92|2|04/01/2013|11|0.5|02/15/2017
78803-11T|112987-72|1|02/15/2016|11|0.1|02/15/2017
63082-18T|112987-90|2|07/13/2013|11||02/15/2017
54290-89T|112987-90|4|01/01/2015|11|2.5|02/15/2017
66746-17T|112988-53|3|12/01/2011|11|0.12|02/15/2017
63166-42T|112988-53|4|05/01/2013|11|0.03|02/15/2017
62239-87T|112988-53|5|03/01/2014|11|0.3|02/15/2017
51290-11T|112997-17|2|06/04/2015|12||02/15/2017
49986-01T|113004-82|1|05/11/2015|11|1.0|02/15/2017
66362-32T|113006-71|1|02/16/2016|11|8.5|02/15/2017
49979-89T|113007-43|2|09/13/2015|11|0.25|02/15/2017
49969-54T|113012-83|1|05/11/2015|11||02/15/2017
59162-86T|113021-02|4|06/06/2016|11|1.0|02/15/2017
49995-64T|113038-93|1|05/12/2015|11|3.5|02/15/2017
68946-49T|113038-93|3|04/14/2016|11|4.0|02/15/2017
77637-16T|113039-92|1|04/21/2015|11|0.45|02/15/2017
50004-01T|113039-92|2|05/12/2015|11|2.08|02/15/2017
67113-19T|113039-92|3|03/08/2016|11|3.7|02/15/2017
81569-80T|113039-92|4|01/26/2017|11|7.7|02/15/2017
69006-25T|113046-94|4|04/12/2016|11|0.71|02/15/2017
51260-59T|113050-00|1|11/18/2014|11|2.0|02/15/2017
70179-04T|113050-00|2|10/19/2016|11|35.5|02/15/2017
81960-13T|113065-30|1|02/02/2017|11|0.46|02/15/2017
50048-56T|113065-66|1|09/10/2015|11|0.33|02/15/2017
50065-57T|113067-73|1|12/12/2014|11|0.5|02/15/2017
50027-05T|113067-73|2|03/17/2015|11|4.5|02/15/2017
69858-01T|113067-73|3|05/05/2016|11|4.65|02/15/2017
72553-78T|113070-43|2|07/06/2016|11|3.01|02/15/2017
50037-13T|113075-38|1|12/09/2013|11|3.0|02/15/2017
74491-12T|113085-37|2|11/20/2007|11|0.14|02/15/2017
62214-76T|113098-60|1|11/04/2014|11|0.02|02/15/2017
50075-20T|113098-60|2|05/13/2015|11|0.1|02/15/2017
62213-77T|113098-60|3|12/15/2015|9|0.16|02/15/2017
66173-86T|113104-63|3|03/01/2015|11|0.88|02/15/2017
69911-56T|113104-63|5|04/20/2016|11|2.51|02/15/2017
72753-94T|113105-80|2|01/01/2017|11|0.24|02/15/2017
54636-58T|113109-94|1|07/30/2015|11|0.69|02/15/2017
61002-91T|113109-94|2|11/01/2015|11|1.0|02/15/2017
50505-13T|113110-03|1|05/13/2015|9|2.1|02/15/2017
50504-95T|113116-96|2|08/17/2015|11|3.3|02/15/2017
50254-75T|113117-68|1|05/13/2015|11||02/15/2017
50109-49T|113118-22|1|01/14/2015|11|0.5|02/15/2017
62491-42T|113118-22|2|06/28/2016|11|0.68|02/15/2017
62829-55T|113119-21|2|03/02/2016|11|1.12|02/15/2017
75108-52T|113119-75|4|05/01/2016|11|2.5|02/15/2017
50882-50T|113121-46|3|05/27/2015|11|1.8599999999999999|02/15/2017
70348-51T|113121-46|4|11/04/2015|11|10.0|02/15/2017
61471-36T|113121-46|5|05/17/2016|11|10.5|02/15/2017
50128-75T|113130-28|1|11/10/2010|11|0.92|02/15/2017
53226-91T|113144-59|2|07/09/2015|11|1.75|02/15/2017
76470-76T|113144-59|3|08/17/2016|11||02/15/2017
55158-85T|113150-35|3|11/13/2015|11|1.09|02/15/2017
78773-50T|113150-35|5|11/16/2016|9|0.5|02/15/2017
63766-09T|113151-16|1|04/01/2013|11|1.83|02/15/2017
60564-70T|113151-16|2|08/01/2014|11||02/15/2017
50158-72T|113152-06|1|05/15/2015|11|0.5|02/15/2017
67899-07T|113152-06|2|03/18/2016|11|1.6|02/15/2017
64131-40T|113159-26|2|01/06/2016|11|43.0|02/15/2017
80394-31T|113159-26|3|12/27/2016|11|2.65|02/15/2017
50495-14T|113161-51|2|08/19/2013|11|0.34|02/15/2017
57962-62T|113175-10|1|09/15/2015|11|1.4|02/15/2017
77404-24T|113175-10|2|10/07/2016|11|1.04|02/15/2017
54225-37T|113178-52|2|10/01/2015|11|1.1|02/15/2017
71039-17T|113181-85|3|09/01/2015|11|0.3|02/15/2017
56522-26T|113191-12|1|06/08/2015|11||02/15/2017
54539-02T|113191-12|2|08/17/2015|11|3.77|02/15/2017
77130-01T|113191-75|2|09/28/2016|11|3.5|02/15/2017
50293-36T|113199-94|1|05/15/2015|11||02/15/2017
72057-88T|113209-12|2|12/27/2016|11|0.88|02/15/2017
57593-53T|113223-79|1|11/15/2014|11|0.1|02/15/2017
51732-91T|113232-16|1|06/25/2015|11|3.0|02/15/2017
70336-18T|113232-16|2|10/18/2016|11|5.0|02/15/2017
55108-00T|113238-01|2|05/01/2015|11|1.0|02/15/2017
65521-45T|113264-02|1|02/01/2016|11|5.8|02/15/2017
57510-82T|113266-72|1|08/10/2014|11|0.15|02/15/2017
61464-61T|113267-17|1|07/01/2012|11|0.13|02/15/2017
66893-14T|113271-94|2|12/22/2015|11|0.05|02/15/2017
80578-36T|113271-94|3|10/14/2016|11|0.1|02/15/2017
57708-01T|113273-20|1|09/18/2015|11|100.0|02/15/2017
78508-63T|113283-55|2|11/15/2016|11|1.0|02/15/2017
57594-70T|113288-32|1|07/01/2015|11|0.1|02/15/2017
60047-83T|113290-84|2|11/19/2015|11|2.0|02/15/2017
73795-15T|113290-84|4|08/03/2016|11|1.1|02/15/2017
61600-15T|113299-30|2|04/01/2015|11|0.05|02/15/2017
67257-28T|113310-64|1|02/23/2016|11|0.03|02/15/2017
74074-06T|113314-87|2|02/15/2014|11|0.25|02/15/2017
71348-41T|113329-99|2|05/01/2016|11|0.15|02/15/2017
61726-96T|113335-30|2|07/21/2015|11|0.18|02/15/2017
59537-62T|113344-03|1|12/10/2014|11|0.03|02/15/2017
70800-76T|113349-07|4|02/03/2016|12||02/15/2017
50279-14T|113352-13|1|05/18/2015|11|1.65|02/15/2017
50973-76T|113357-08|1|02/09/2015|11|0.9|02/15/2017
50747-95T|113357-08|2|05/26/2015|11|0.7|02/15/2017
63209-98T|113357-08|3|09/15/2015|11|5.0|02/15/2017
75520-99T|113368-60|5|05/05/2016|11||02/15/2017
59305-60T|113370-76|3|08/01/2015|11|2.3|02/15/2017
72584-74T|113370-76|7|06/30/2016|11|18.15|02/15/2017
54736-75T|113393-98|1|11/30/2014|11|0.7|02/15/2017
81689-86T|113396-59|3|01/30/2017|9||02/15/2017
64024-03T|113400-64|1|08/19/2015|11|0.92|02/15/2017
63873-01T|113400-64|2|01/06/2016|11|0.13|02/15/2017
66755-71T|113403-25|1|07/01/2014|11|0.71|02/15/2017
73087-30T|113405-41|1|07/15/2016|11|2.45|02/15/2017
54232-57T|113405-68|2|07/01/2013|11|0.18|02/15/2017
54232-12T|113405-68|3|12/01/2013|11|0.14|02/15/2017
74340-55T|113424-22|3|08/15/2016|11|8.5|02/15/2017
52868-53T|113439-79|1|04/25/2015|11|0.48|02/15/2017
51121-45T|113455-72|2|02/17/2015|11|0.7|02/15/2017
51121-72T|113455-72|3|04/08/2016|11|2.5|02/15/2017
58830-58T|113459-95|2|11/14/2014|11|0.6|02/15/2017
50994-28T|113482-36|1|05/07/2015|11|3.74|02/15/2017
51500-17T|113482-54|1|06/09/2010|11|1.3|02/15/2017
60482-35T|113483-71|2|12/16/2012|11|0.3|02/15/2017
58014-46T|113483-80|1|09/22/2015|12||02/15/2017
57477-70T|113493-07|1|08/01/2014|11|0.25|02/15/2017
69671-08T|113496-94|3|04/30/2016|11|5.0|02/15/2017
61790-68T|113511-70|2|11/11/2015|11|0.05|02/15/2017
56629-99T|113515-93|3|09/25/2015|11|2.5|02/15/2017
62159-14T|113517-19|2|09/27/2015|11|2.25|02/15/2017
77887-27T|113526-46|1|11/01/2016|11|2.0|02/15/2017
70150-60T|113533-84|2|05/12/2016|11|0.84|02/15/2017
56059-21T|113555-71|2|12/15/2014|11|0.2|02/15/2017
56059-66T|113555-71|3|08/21/2015|11|0.3|02/15/2017
54258-76T|113562-55|2|07/24/2015|11|2.1|02/15/2017
19688-77T|11357-38|2|01/22/2007|11|9.0|02/15/2017
33216-67T|11357-38|3|04/08/2008|11|12.5|02/15/2017
58510-54T|113573-89|1|10/05/2015|11|7.4|02/15/2017
77947-21T|113576-23|1|11/02/2016|11|2.1|02/15/2017
60928-48T|113589-46|1|11/10/2015|11|1.5|02/15/2017
75033-82T|113592-16|7|07/31/2016|11||02/15/2017
80872-57T|113598-19|1|01/01/2014|11||02/15/2017
61708-69T|113605-57|1|03/10/2015|11|0.34|02/15/2017
61720-03T|113609-44|1|05/10/2015|11||02/15/2017
69189-31T|113620-69|1|01/07/2016|11|0.8|02/15/2017
65694-97T|113625-28|1|11/04/2015|11|0.5|02/15/2017
56928-52T|113637-88|1|05/14/2013|11|0.3|02/15/2017
56927-53T|113637-88|2|04/18/2014|11|4.48|02/15/2017
56928-88T|113637-88|4|03/01/2016|11|2.5|02/15/2017
61771-33T|113638-69|1|03/26/2015|11||02/15/2017
61696-63T|113646-34|1|02/02/2015|11||02/15/2017
56489-23T|113650-93|1|12/02/2014|11|0.29|02/15/2017
56490-85T|113650-93|3|05/10/2015|11|0.53|02/15/2017
55672-75T|113655-97|1|08/24/2015|11|0.2|02/15/2017
57560-23T|113661-46|1|01/01/2014|11|0.05|02/15/2017
57561-58T|113661-46|3|02/28/2015|11|0.3|02/15/2017
69395-86T|113667-22|4|04/25/2016|12||02/15/2017
52534-90T|113667-76|2|01/30/2015|11||02/15/2017
68685-76T|113670-28|1|02/18/2015|11|0.2|02/15/2017
68686-30T|113670-28|2|04/06/2016|11|0.25|02/15/2017
51364-09T|113672-71|1|08/08/2013|11|2.3|02/15/2017
62452-63T|113681-08|1|12/03/2015|11|3.4|02/15/2017
60441-94T|113687-02|4|11/03/2015|12||02/15/2017
70259-41T|113691-97|1|05/16/2016|11|2.0|02/15/2017
55062-55T|113697-73|1|01/05/2015|11|0.02|02/15/2017
52872-76T|113715-64|1|06/19/2015|11|0.79|02/15/2017
65563-39T|113724-55|1|01/28/2016|11|0.45|02/15/2017
70693-93T|113724-55|2|06/05/2016|11|1.07|02/15/2017
57566-44T|113726-89|1|10/07/2016|11|1.78|02/15/2017
52709-14T|113728-15|1|06/26/2015|11|2.3|02/15/2017
52112-98T|113735-08|2|12/01/2014|11|0.08|02/15/2017
50811-76T|113736-97|1|05/25/2015|11||02/15/2017
55327-33T|113742-01|1|08/12/2015|11|0.5|02/15/2017
59645-89T|113748-49|1|04/10/2015|11||02/15/2017
52089-04T|113750-11|1|08/14/2014|11|0.35|02/15/2017
52089-85T|113750-11|3|01/31/2015|11|1.7|02/15/2017
70304-14T|113754-16|1|01/01/2013|11|2.0|02/15/2017
67287-52T|113756-50|1|06/30/2014|11|0.17|02/15/2017
76720-87T|113762-71|1|08/31/2016|11|0.03|02/15/2017
53735-32T|113767-21|1|07/17/2015|11|1.5|02/15/2017
63211-33T|113770-36|4|03/03/2016|11|20.0|02/15/2017
57209-05T|113773-15|1|05/10/2012|11|0.03|02/15/2017
50860-72T|113774-41|2|01/07/2015|11|0.13|02/15/2017
50861-71T|113774-41|3|05/23/2015|11||02/15/2017
52850-35T|113779-90|1|06/01/2015|11|0.75|02/15/2017
57514-60T|113780-80|1|07/01/2013|11|0.05|02/15/2017
57515-14T|113780-80|2|03/12/2015|11|0.2|02/15/2017
54338-50T|113782-69|1|07/30/2015|11|2.64|02/15/2017
81325-72T|113782-69|2|01/18/2017|11|3.05|02/15/2017
53565-85T|113783-32|1|05/19/2015|11|10.8|02/15/2017
51690-43T|113786-65|1|09/20/2014|11|0.03|02/15/2017
51691-87T|113786-65|3|10/01/2015|11|0.75|02/15/2017
68529-34T|113788-72|3|05/13/2015|12||02/15/2017
68441-50T|113788-72|4|09/30/2015|11||02/15/2017
57342-07T|113807-53|1|02/01/2014|11|0.26|02/15/2017
57342-16T|113807-53|2|10/01/2014|11|0.5|02/15/2017
64629-19T|113816-44|2|01/28/2016|11|1.16|02/15/2017
51370-30T|113827-24|1|07/01/2014|11|2.0|02/15/2017
61705-81T|113828-05|2|01/08/2016|11|0.8|02/15/2017
54013-78T|113834-26|2|11/11/2015|11|1.2|02/15/2017
60917-86T|113834-26|3|11/11/2015|12||02/15/2017
50944-24T|113841-73|1|12/29/2014|11|0.5|02/15/2017
60363-10T|113864-41|1|11/03/2015|11|35.0|02/15/2017
67652-47T|113868-28|1|01/05/2015|11||02/15/2017
52138-81T|113877-46|1|06/10/2015|11|0.1|02/15/2017
75990-97T|113880-43|3|09/20/2016|11|0.17|02/15/2017
61176-61T|113881-96|1|11/16/2015|11|2.0|02/15/2017
73561-60T|113881-96|2|11/28/2016|11|6.0|02/15/2017
57947-77T|113882-41|1|09/23/2015|11|5.0|02/15/2017
52047-46T|113895-10|1|01/08/2015|11|0.31|02/15/2017
68407-12T|113905-09|2|06/29/2016|11|2.5|02/15/2017
81235-27T|113905-09|3|09/01/2016|11|6.8|02/15/2017
67953-70T|113911-93|2|03/11/2016|11|2.5300000000000002|02/15/2017
69850-00T|113912-74|1|04/08/2016|11|1.42|02/15/2017
50395-69T|113914-63|1|05/19/2015|11|1.2|02/15/2017
61123-33T|113923-18|1|10/15/2014|11||02/15/2017
56386-54T|113931-91|1|10/01/2013|11|0.55|02/15/2017
60601-06T|113933-89|3|09/10/2015|11|0.05|02/15/2017
71866-00T|113933-89|5|06/21/2016|11|2.1|02/15/2017
54686-53T|113934-79|1|09/01/2015|11|1.9|02/15/2017
59552-47T|113934-79|4|02/08/2017|11|4.95|02/15/2017
59845-42T|113950-72|2|12/01/2014|11|2.87|02/15/2017
54322-30T|113950-72|3|07/27/2015|11|6.5|02/15/2017
54294-22T|113965-93|1|12/16/2014|11|1.03|02/15/2017
67183-12T|113967-73|2|06/01/2015|11|0.5|02/15/2017
57512-89T|113968-27|1|08/10/2014|11|0.3|02/15/2017
61172-92T|113978-98|2|11/10/2015|11|0.1|02/15/2017
51494-05T|113986-45|3|06/09/2015|11|2.0|02/15/2017
64461-70T|113986-45|4|06/06/2016|11|10.0|02/15/2017
61457-68T|113988-07|1|07/08/2012|11|0.15|02/15/2017
61457-95T|113988-07|2|08/14/2014|11|0.36|02/15/2017
50203-81T|113990-50|1|01/15/2015|11|0.2|02/15/2017
50245-66T|113992-66|1|05/14/2015|11||02/15/2017
50484-16T|113994-28|1|03/23/2014|11|0.06|02/15/2017
50229-64T|114012-55|1|09/16/2014|11||02/15/2017
50400-28T|114031-54|1|04/01/2015|11|3.0|02/15/2017
50412-61T|114031-72|2|04/29/2015|11|1.52|02/15/2017
59388-13T|114031-72|3|04/11/2016|11|0.6|02/15/2017
50264-74T|114038-20|1|07/10/2016|11|15.27|02/15/2017
50408-29T|114041-35|2|05/15/2015|11|0.8|02/15/2017
74855-26T|114041-35|3|08/29/2016|11|7.35|02/15/2017
50413-24T|114046-66|1|09/09/2014|11|0.3|02/15/2017
57950-74T|114048-55|3|09/01/2015|12||02/15/2017
81064-63T|114072-76|2|01/01/2010|11|0.3|02/15/2017
50319-46T|114075-46|1|06/18/2014|11|0.95|02/15/2017
69063-40T|114077-44|2|06/22/2016|11|1.5|02/15/2017
50384-35T|114079-78|2|10/30/2015|11|3.0|02/15/2017
50321-80T|114080-41|1|01/23/2015|11||02/15/2017
50335-57T|114091-66|1|05/19/2015|11|2.0|02/15/2017
73328-86T|114095-98|1|10/28/2016|11|3.0|02/15/2017
50376-07T|114101-56|1|05/01/2015|11||02/15/2017
50389-03T|114101-83|3|06/30/2015|11|2.5|02/15/2017
50415-40T|114103-18|1|05/18/2015|11|2.25|02/15/2017
50387-05T|114106-42|2|05/18/2015|11|11.38|02/15/2017
71403-94T|114106-42|3|06/09/2016|11|5.64|02/15/2017
76630-78T|114109-48|1|09/13/2013|11|0.61|02/15/2017
69987-43T|114109-48|4|08/22/2016|11|0.49|02/15/2017
50379-49T|114109-57|1|05/19/2015|11|2.8|02/15/2017
70276-96T|114109-57|2|05/12/2016|11|3.4|02/15/2017
50461-12T|114111-82|2|03/26/2015|11|3.0|02/15/2017
50413-78T|114135-94|1|05/19/2016|11|14.45|02/15/2017
75115-54T|114138-73|1|11/10/2014|11|1.4|02/15/2017
50456-08T|114172-21|1|04/07/2015|11|2.0|02/15/2017
50513-14T|114221-53|1|09/17/2014|11|0.53|02/15/2017
50516-29T|114223-33|1|11/01/2014|11||02/15/2017
65452-69T|114223-33|2|12/01/2015|11|0.13|02/15/2017
69739-84T|114231-43|1|03/19/2015|11|1.0|02/15/2017
50542-66T|114233-14|1|05/19/2015|11||02/15/2017
53019-01T|114238-36|1|03/01/2013|11|2.0|02/15/2017
50968-00T|114238-36|3|05/01/2015|11|5.0|02/15/2017
50536-81T|114239-89|3|06/29/2014|11|0.16|02/15/2017
50538-43T|114243-76|2|05/21/2015|11|5.75|02/15/2017
50956-30T|114288-40|1|09/29/2015|11|5.0|02/15/2017
50945-41T|114292-54|2|01/01/2016|11|18.02|02/15/2017
59612-50T|114295-69|2|02/24/2016|11|1.85|02/15/2017
50960-71T|114297-85|1|05/21/2015|12|25.0|02/15/2017
50962-69T|114299-92|1|12/24/2014|11|0.8|02/15/2017
50638-51T|114301-18|1|12/09/2015|11|25.0|02/15/2017
23260-06T|11431-36|1|09/30/2007|11|10.0|02/15/2017
76187-62T|114346-27|1|03/18/2013|11|2.0|02/15/2017
50931-37T|114346-27|2|05/22/2015|11|1.55|02/15/2017
50899-69T|114360-40|1|08/26/2015|11|2.0|02/15/2017
50668-66T|114363-46|1|05/21/2015|11|2.5|02/15/2017
50867-11T|114365-26|1|05/24/2015|11|0.5|02/15/2017
57441-79T|114368-59|2|09/14/2015|11|2.95|02/15/2017
72642-97T|11437-48|3|03/20/2016|11|3.0|02/15/2017
74746-81T|114375-34|1|08/10/2016|11|5.54|02/15/2017
80489-98T|114381-01|1|10/06/2011|11|2.08|02/15/2017
50692-15T|114381-19|1|05/29/2015|11|2.67|02/15/2017
52939-45T|114424-12|1|12/30/2014|11|0.5|02/15/2017
72091-45T|114425-92|3|06/08/2016|11|0.55|02/15/2017
52934-77T|114426-37|1|02/13/2013|11|0.93|02/15/2017
50859-46T|114428-80|1|05/22/2015|11|0.01|02/15/2017
52940-62T|114429-07|1|10/31/2014|11|0.4|02/15/2017
56720-89T|114429-07|2|12/30/2014|11|2.37|02/15/2017
76700-35T|114431-32|1|10/05/2016|11|2.5|02/15/2017
50860-63T|114461-20|1|10/01/2014|11|0.34|02/15/2017
50929-03T|114464-35|1|11/09/2016|11|9.2|02/15/2017
50883-13T|114471-46|1|05/26/2015|11|2.0|02/15/2017
50800-87T|114473-17|1|07/06/2015|11|6.0|02/15/2017
50862-79T|114488-56|1|05/27/2015|11|22.0|02/15/2017
50881-96T|114489-19|1|05/27/2015|11|10.7|02/15/2017
56842-57T|114497-20|1|09/01/2015|11|14.5|02/15/2017
50855-05T|114497-29|1|05/27/2015|11|1.0|02/15/2017
81179-29T|114498-19|4|09/20/2016|11|1.1|02/15/2017
81864-82T|114498-19|5|02/01/2017|11|3.0|02/15/2017
50871-16T|114534-64|1|11/01/2014|11||02/15/2017
50879-44T|114537-79|1|02/14/2014|11|1.5|02/15/2017
65605-60T|114537-79|2|02/28/2015|11|1.0|02/15/2017
50921-38T|114556-24|1|12/31/2014|11|0.4|02/15/2017
19012-06T|11456-11|1|09/10/2007|11|0.2|02/15/2017
18027-55T|11456-38|1|04/16/2007|11|3.13|02/15/2017
50916-61T|114563-98|1|05/26/2015|11|0.9|02/15/2017
50910-31T|114568-12|1|03/24/2014|11|0.57|02/15/2017
53484-31T|114583-78|2|09/28/2007|11||02/15/2017
50942-35T|114597-28|1|11/30/2016|11|2.25|02/15/2017
66747-16T|114602-50|1|07/01/2011|11|0.05|02/15/2017
75421-36T|114603-49|2|11/08/2016|11|4.0|02/15/2017
50964-94T|114624-55|1|05/28/2015|11|3.11|02/15/2017
52892-83T|114624-55|2|02/12/2016|11|9.59|02/15/2017
69702-31T|114626-53|2|07/10/2015|11||02/15/2017
51101-74T|114628-06|1|05/01/2015|11|6.25|02/15/2017
63862-30T|114628-06|2|12/29/2015|11|7.0|02/15/2017
75539-98T|114628-33|4|08/01/2016|11|2.27|02/15/2017
79519-60T|114628-33|5|12/07/2016|11|3.24|02/15/2017
51113-26T|114629-23|1|08/18/2015|11|1.2|02/15/2017
71803-90T|114629-23|2|02/02/2016|11|0.04|02/15/2017
51098-77T|114629-68|1|11/01/2015|11|0.18|02/15/2017
51113-08T|114630-31|1|05/28/2015|11|0.4|02/15/2017
76882-69T|114630-67|2|10/11/2016|11|12.0|02/15/2017
51002-56T|114632-02|1|03/31/2015|11|4.51|02/15/2017
80971-48T|114636-61|1|03/01/2016|11|0.2|02/15/2017
81119-62T|114636-61|2|09/27/2016|11|21.5|02/15/2017
81119-71T|114636-61|3|01/05/2017|9|7.4|02/15/2017
77083-39T|114667-57|3|07/28/2016|11|0.33|02/15/2017
81526-33T|114667-57|5|01/24/2017|11|1.85|02/15/2017
51050-71T|114689-08|2|04/28/2015|11|2.0|02/15/2017
51047-47T|114693-04|1|09/01/2010|11|4.0|02/15/2017
51061-42T|114708-07|1|06/01/2014|11|0.5|02/15/2017
51072-94T|114709-42|1|05/31/2015|11|0.45|02/15/2017
51075-19T|114718-69|3|11/13/2014|11|1.1|02/15/2017
51095-98T|114739-57|3|04/13/2015|11||02/15/2017
62493-49T|114739-57|4|10/30/2015|11|1.4|02/15/2017
51103-54T|114746-32|2|06/01/2015|11|2.7800000000000002|02/15/2017
73245-16T|114746-32|3|07/22/2016|11|2.5300000000000002|02/15/2017
51110-29T|114750-91|1|06/06/2013|11|3.0|02/15/2017
51119-65T|114764-77|1|12/15/2014|11|1.75|02/15/2017
51146-20T|114781-42|1|06/02/2015|11|1.0|02/15/2017
51154-39T|114783-94|1|12/05/2013|11|0.15|02/15/2017
51151-33T|114786-46|1|08/01/2014|11|1.1|02/15/2017
51151-42T|114786-46|2|06/02/2015|11|1.1|02/15/2017
51149-89T|114786-91|1|06/01/2015|11|0.35|02/15/2017
65678-68T|114789-25|1|02/03/2016|11|2.0|02/15/2017
73356-40T|114789-25|2|07/26/2016|11|7.95|02/15/2017
51192-55T|114826-06|1|05/04/2015|11|1.0|02/15/2017
51208-84T|114843-43|1|06/03/2015|11|2.15|02/15/2017
76192-39T|114843-43|2|09/26/2016|11|9.5|02/15/2017
51226-93T|114843-52|1|06/03/2015|11|1.3|02/15/2017
65387-44T|114843-52|3|01/27/2016|11|10.0|02/15/2017
51222-52T|114844-87|1|06/02/2015|11|3.2|02/15/2017
54119-26T|114852-25|1|10/13/2016|11|2.0|02/15/2017
51227-56T|114861-88|1|08/01/2013|11|0.6|02/15/2017
51227-65T|114861-88|2|01/01/2015|11|1.2|02/15/2017
65643-31T|114861-88|4|02/03/2016|11|1.5|02/15/2017
68290-39T|114872-23|3|09/01/2015|11||02/15/2017
51264-55T|114888-07|1|01/01/2015|11|0.98|02/15/2017
51261-58T|114888-07|3|07/08/2015|11|3.34|02/15/2017
79685-56T|114896-80|4|03/31/2017|14||02/15/2017
51265-36T|114903-19|1|03/15/2012|11||02/15/2017
51310-27T|114915-25|1|06/03/2015|11|0.5|02/15/2017
74308-96T|114915-25|2|09/13/2016|11|2.31|02/15/2017
51302-08T|114918-40|1|07/01/2013|11||02/15/2017
51306-40T|114921-28|1|06/03/2015|11|0.01|02/15/2017
58697-38T|114921-28|2|09/10/2015|11|0.01|02/15/2017
69677-38T|114921-28|3|05/02/2016|11|0.01|02/15/2017
51299-56T|114922-27|1|06/03/2015|11|3.5|02/15/2017
51299-74T|114922-27|2|09/01/2017|14|5.0|02/15/2017
51335-02T|114961-15|1|11/18/2015|11|2.0|02/15/2017
68450-77T|114961-15|2|03/25/2016|11|0.56|02/15/2017
58384-81T|114970-24|1|01/01/2015|11|0.63|02/15/2017
58385-26T|114970-24|2|08/01/2015|11|0.8|02/15/2017
51353-20T|114976-81|1|06/03/2015|11|0.7|02/15/2017
79916-50T|114976-81|2|12/07/2016|9|2.76|02/15/2017
51352-48T|114977-53|1|06/04/2015|11|1.0|02/15/2017
52587-55T|114977-53|2|06/26/2015|11|3.1|02/15/2017
59253-58T|114977-53|3|10/14/2015|11|35.0|02/15/2017
51375-88T|114980-59|1|10/27/2015|11|3.0|02/15/2017
75926-17T|114980-59|2|09/20/2016|11|1.2|02/15/2017
58762-09T|114984-10|2|10/06/2015|11|0.75|02/15/2017
51378-13T|114984-28|1|01/21/2014|11|0.8|02/15/2017
51378-58T|114984-28|2|01/31/2016|11|0.55|02/15/2017
51379-30T|114984-91|1|06/04/2015|11|0.49|02/15/2017
51408-64T|115028-74|1|02/09/2014|11|1.11|02/15/2017
52313-41T|115028-74|2|09/30/2014|11|12.58|02/15/2017
51440-50T|115043-23|1|12/12/2014|11|0.12|02/15/2017
54588-16T|115053-94|1|06/06/2015|11|0.5|02/15/2017
51433-57T|115058-98|1|05/21/2012|11|0.13|02/15/2017
51434-56T|115059-25|3|11/09/2009|11|0.97|02/15/2017
51434-74T|115059-34|1|11/23/2009|11||02/15/2017
51434-83T|115059-43|1|02/19/2010|11|0.4|02/15/2017
51447-79T|115061-68|3|11/26/2014|11|0.99|02/15/2017
51459-49T|115078-15|1|03/30/2016|11|0.83|02/15/2017
24641-92T|11509-21|3|05/14/2008|11|15.37|02/15/2017
68094-73T|115115-68|1|04/17/2014|11|7.0|02/15/2017
51495-85T|115115-68|2|03/25/2016|11|22.5|02/15/2017
51520-42T|115120-18|1|06/09/2015|11|1.2|02/15/2017
51560-02T|115151-77|3|03/20/2014|11||02/15/2017
