deal_id|company_id|deal_number|deal_date|deal_status|deal_size|last_updated
70913-44T|160471-09|1|05/31/2016|11|0.3|02/15/2017
70934-95T|160476-49|1|05/31/2016|11|0.01|02/15/2017
72087-04T|160476-67|1|10/03/2016|11|4.93|02/15/2017
70948-99T|160526-08|1|12/22/2015|11|0.3|02/15/2017
70951-33T|160529-59|1|12/20/2015|11|0.1|02/15/2017
71105-41T|160537-06|1|02/01/2016|11|1.55|02/15/2017
70965-91T|160538-86|1|06/01/2016|11|0.6|02/15/2017
70964-29T|160539-13|1|06/01/2016|11|3.0|02/15/2017
78797-08T|160539-13|2|11/21/2016|11|4.0|02/15/2017
76122-46T|160539-85|1|12/01/2015|11|3.75|02/15/2017
70968-97T|160544-98|1|03/01/2016|11|11.0|02/15/2017
72526-42T|160549-48|3|07/06/2016|11|1.3599999999999999|02/15/2017
77892-76T|160550-83|4|01/01/2015|11|0.36|02/15/2017
71020-18T|160553-44|1|09/01/2015|11|0.12|02/15/2017
71020-27T|160553-44|2|01/01/2016|11|0.12|02/15/2017
71053-12T|160553-80|1|06/01/2016|11||02/15/2017
70996-87T|160579-09|1|04/05/2016|11|1.0|02/15/2017
70999-93T|160584-31|2|12/07/2016|11|44.5|02/15/2017
71114-32T|160604-20|2|10/20/2016|11|2.0|02/15/2017
78492-61T|160604-20|3|04/08/2016|11|1.25|02/15/2017
71030-17T|160606-54|1|06/01/2016|11|1.5|02/15/2017
75781-27T|160606-81|2|09/28/2016|11|2.5|02/15/2017
71028-19T|160607-17|1|05/01/2016|11|1.25|02/15/2017
71047-54T|160613-56|1|05/16/2016|11||02/15/2017
71089-39T|160658-20|1|03/20/2015|11|1.0|02/15/2017
71107-48T|160659-01|1|10/05/2016|11|3.6|02/15/2017
71142-13T|160703-20|1|04/01/2015|11||02/15/2017
78801-40T|160703-20|2|11/16/2016|11||02/15/2017
71135-02T|160708-60|1|06/28/2016|11|16.0|02/15/2017
71149-60T|160729-84|1|06/06/2016|11||02/15/2017
71160-49T|160733-71|1|03/01/2014|11|0.75|02/15/2017
71160-58T|160733-71|2|06/06/2016|11|2.08|02/15/2017
76695-49T|160741-00|1|10/05/2016|11|13.1|02/15/2017
71215-21T|160812-64|1|06/06/2016|11|0.75|02/15/2017
71222-32T|160815-16|1|01/01/2014|11||02/15/2017
71283-79T|160816-15|1|08/05/2015|11|0.5|02/15/2017
71218-63T|160816-15|2|06/07/2016|11|6.0|02/15/2017
71261-65T|160818-22|1|06/06/2016|11|0.56|02/15/2017
72226-36T|160819-12|1|06/06/2016|11|3.5|02/15/2017
71249-59T|160820-83|1|06/06/2016|11|2.01|02/15/2017
71237-44T|160823-35|2|10/02/2015|11|1.0|02/15/2017
71230-60T|160825-06|1|01/01/2010|11||02/15/2017
71230-96T|160825-15|1|06/01/2007|11||02/15/2017
77648-59T|160826-32|1|06/30/2015|11|1.0|02/15/2017
78327-73T|160826-32|2|04/01/2016|11|10.0|02/15/2017
73894-69T|160826-41|1|05/03/2016|11|4.65|02/15/2017
71250-85T|160856-74|2|06/07/2016|11|2.5|02/15/2017
71268-04T|160868-80|2|06/08/2016|11|1.5|02/15/2017
71439-49T|160876-99|1|06/07/2016|11|7.43|02/15/2017
71282-98T|160888-78|1|05/26/2016|11|3.73|02/15/2017
71300-08T|160890-58|1|09/17/2015|11|3.25|02/15/2017
78877-09T|160890-58|2|02/07/2017|11|13.75|02/15/2017
71306-02T|160898-50|1|06/08/2016|11|1.0|02/15/2017
73830-52T|160905-79|1|04/01/2016|11|1.0|02/15/2017
71699-14T|160905-97|1|06/16/2016|11|13.0|02/15/2017
71331-04T|160936-66|1|06/07/2016|11|7.6|02/15/2017
76881-25T|160936-66|2|10/11/2016|11|13.0|02/15/2017
71333-65T|160940-08|2|11/11/2014|11|14.38|02/15/2017
71339-14T|160945-39|1|11/01/2016|11|1.2|02/15/2017
71341-21T|160951-24|1|05/01/2016|11|0.15|02/15/2017
71345-62T|160953-13|2|05/01/2016|11|0.15|02/15/2017
71344-00T|160953-85|1|05/01/2016|11|0.15|02/15/2017
71348-59T|160955-02|2|05/01/2016|11|0.15|02/15/2017
71381-35T|160959-52|1|06/01/2016|11|0.05|02/15/2017
71360-65T|160959-79|1|06/02/2016|11|0.15|02/15/2017
71363-80T|160968-25|1|06/09/2016|11|2.3|02/15/2017
71543-08T|160969-87|1|06/08/2016|11|0.25|02/15/2017
71373-97T|160970-77|1|05/02/2016|11|2.0|02/15/2017
71372-53T|160972-03|2|06/09/2016|11||02/15/2017
71918-47T|160976-17|1|06/21/2016|11|5.0|02/15/2017
71534-62T|161037-46|1|06/09/2016|11|0.15|02/15/2017
82042-48T|161040-70|3|02/07/2017|9|1.0|02/15/2017
71919-01T|161044-12|1|12/06/2016|11|0.72|02/15/2017
71436-52T|161048-53|2|11/18/2016|11|0.96|02/15/2017
71444-80T|161049-43|2|06/10/2016|11|0.1|02/15/2017
71425-27T|161050-33|1|12/12/2013|11|1.8199999999999998|02/15/2017
78955-21T|161052-13|2|02/01/2017|11|1.75|02/15/2017
81750-43T|161052-31|3|01/31/2017|11|1.0|02/15/2017
71426-17T|161052-67|3|11/01/2015|11|0.73|02/15/2017
71427-61T|161053-39|2|04/04/2014|11|0.3|02/15/2017
71458-93T|161090-20|1|06/07/2016|11|3.0|02/15/2017
71461-63T|161093-71|1|07/19/2016|11|11.86|02/15/2017
71577-64T|161120-44|1|07/20/2016|11|6.5|02/15/2017
71525-44T|161179-84|2|06/10/2016|11||02/15/2017
81215-47T|161194-33|1|03/20/2015|11|0.57|02/15/2017
71544-34T|161197-93|1|06/14/2016|11|2.0|02/15/2017
71548-03T|161202-16|1|06/14/2016|11|3.0|02/15/2017
71571-25T|161204-41|1|06/01/2016|11|0.45|02/15/2017
71590-60T|161205-49|2|06/14/2016|11|1.6|02/15/2017
71571-52T|161207-92|1|06/15/2016|11|0.01|02/15/2017
71577-19T|161209-18|1|01/01/2014|11|3.58|02/15/2017
71558-65T|161209-18|2|02/03/2016|11|5.22|02/15/2017
71602-48T|161259-67|1|08/17/2016|11|0.5|02/15/2017
71625-97T|161263-27|5|09/01/2015|9|0.28|02/15/2017
71614-81T|161267-68|1|06/15/2016|11|10.0|02/15/2017
78679-45T|161267-68|2|11/16/2016|11|6.5|02/15/2017
71621-92T|161268-13|1|10/12/2016|11|7.5|02/15/2017
71621-38T|161275-24|1|08/28/2015|11|0.9|02/15/2017
71654-50T|161313-67|1|04/13/2015|11|6.5|02/15/2017
75528-10T|161341-57|1|06/12/2015|11|0.25|02/15/2017
71681-77T|161348-32|1|03/01/2016|11|1.7|02/15/2017
71682-76T|161349-13|1|03/01/2016|11|0.75|02/15/2017
71712-01T|161386-12|1|06/15/2016|11||02/15/2017
71761-51T|161429-32|1|03/01/2016|11|0.02|02/15/2017
71758-54T|161429-68|1|06/15/2016|11||02/15/2017
71813-08T|161430-22|1|01/01/2013|11|0.01|02/15/2017
71769-43T|161430-31|1|12/11/2014|11|0.4|02/15/2017
71745-94T|161430-76|4|01/01/2016|11|1.5|02/15/2017
71746-03T|161430-85|2|03/25/2016|11|0.75|02/15/2017
71867-17T|161489-26|1|06/29/2015|11|0.71|02/15/2017
71817-31T|161489-26|2|08/06/2015|11|1.52|02/15/2017
71820-91T|161490-16|2|05/17/2016|9||02/15/2017
71810-02T|161493-94|1|06/20/2016|11|0.5|02/15/2017
71830-36T|161527-87|1|04/07/2016|11|0.26|02/15/2017
71830-45T|161527-87|2|06/21/2016|11|1.0|02/15/2017
71835-67T|161534-44|1|06/20/2016|11|1.95|02/15/2017
71840-80T|161539-12|1|06/21/2016|11|6.74|02/15/2017
71845-03T|161545-78|1|10/19/2016|11|0.81|02/15/2017
71853-22T|161550-10|1|05/27/2015|11|2.9|02/15/2017
71882-47T|161550-55|1|10/20/2014|11|15.05|02/15/2017
71864-11T|161555-32|1|06/21/2016|11|0.75|02/15/2017
71866-72T|161558-29|3|06/03/2016|11|0.7|02/15/2017
71885-98T|161562-70|3|11/29/2015|11|1.0|02/15/2017
71884-99T|161564-32|1|01/01/2014|11||02/15/2017
71885-35T|161564-32|2|03/31/2016|11|2.0|02/15/2017
78820-03T|161565-04|2|11/21/2016|11|5.0|02/15/2017
71945-38T|161565-22|1|09/06/2016|11|0.72|02/15/2017
82113-85T|161595-01|3|04/01/2017|14||02/15/2017
71923-15T|161616-25|2|06/22/2016|11|27.0|02/15/2017
71918-02T|161621-29|1|05/27/2016|11||02/15/2017
71922-97T|161622-01|1|06/21/2016|11|2.8|02/15/2017
71925-04T|161630-11|1|07/11/2014|11|0.8|02/15/2017
71926-93T|161631-73|2|06/22/2016|11|1.5|02/15/2017
81377-74T|161636-23|2|01/19/2017|11|0.4|02/15/2017
71965-36T|161676-28|1|06/22/2016|11|1.25|02/15/2017
71974-99T|161687-35|2|06/22/2016|11||02/15/2017
71980-12T|161692-21|1|11/08/2016|11|2.0|02/15/2017
72569-44T|161701-93|2|07/07/2016|11|3.0|02/15/2017
71998-03T|161707-78|1|08/31/2015|11|0.67|02/15/2017
79687-27T|161707-78|2|09/15/2016|11|0.5|02/15/2017
72063-01T|161740-09|2|07/14/2016|11|3.25|02/15/2017
72077-95T|161771-05|1|05/27/2011|11||02/15/2017
72105-40T|161787-25|1|06/24/2016|11|0.03|02/15/2017
72123-04T|161797-42|1|06/23/2016|9||02/15/2017
72159-31T|161803-18|1|07/08/2015|11|1.0|02/15/2017
72137-71T|161805-61|1|03/31/2016|11|3.44|02/15/2017
72162-01T|161809-30|1|06/01/2016|11|2.5|02/15/2017
76797-10T|161810-20|1|01/15/2016|11|1.56|02/15/2017
72172-18T|161833-24|1|06/27/2016|11|2.27|02/15/2017
72179-38T|161843-77|1|06/27/2016|11|13.9|02/15/2017
72183-79T|161844-94|1|10/19/2016|9||02/15/2017
72193-51T|161854-84|1|06/28/2016|11|3.3|02/15/2017
72214-57T|161871-67|1|12/14/2016|11|1.35|02/15/2017
72216-91T|161871-94|1|11/12/2015|11|0.54|02/15/2017
78740-47T|161871-94|2|07/15/2016|11|7.0|02/15/2017
72218-08T|161883-46|1|04/04/2016|11|2.0|02/15/2017
81372-34T|161906-95|3|01/30/2017|11|32.5|02/15/2017
72341-47T|161911-00|3|06/28/2016|11|1.96|02/15/2017
73896-22T|161924-59|1|05/01/2016|11||02/15/2017
72272-44T|161927-20|1|04/06/2016|11|0.03|02/15/2017
72284-23T|161930-53|1|06/29/2016|11|9.0|02/15/2017
72311-59T|161939-89|1|06/28/2016|11|5.0|02/15/2017
75255-13T|161995-42|1|07/01/2016|11|1.7|02/15/2017
79234-66T|161995-42|2|03/01/2017|14||02/15/2017
79868-35T|161996-50|2|12/13/2016|11|1.3|02/15/2017
72351-37T|162005-95|1|06/30/2016|11|0.05|02/15/2017
72348-13T|162006-94|1|01/31/2010|11|0.15|02/15/2017
72348-22T|162006-94|2|06/30/2016|11|0.05|02/15/2017
72362-62T|162045-46|1|05/05/2016|11|1.02|02/15/2017
72362-35T|162053-92|1|04/05/2016|11|8.3|02/15/2017
74426-59T|162059-50|1|02/16/2016|11|2.0|02/15/2017
72390-25T|162076-24|1|07/01/2016|11|0.1|02/15/2017
72391-06T|162076-69|1|07/01/2016|11||02/15/2017
72395-47T|162076-96|1|05/30/2015|11|0.5|02/15/2017
72396-28T|162076-96|2|07/01/2016|11||02/15/2017
72389-53T|162077-23|1|01/27/2017|11|1.2|02/15/2017
72396-73T|162085-51|1|08/06/2016|11|1.0|02/15/2017
72415-81T|162106-84|1|07/01/2016|11|1.0|02/15/2017
72418-24T|162107-83|3|07/01/2016|11|1.69|02/15/2017
72506-53T|162123-85|1|03/17/2015|11|0.6|02/15/2017
72454-96T|162147-25|1|03/15/2016|11|6.2|02/15/2017
78010-03T|162201-79|1|08/23/2016|11|0.75|02/15/2017
73233-55T|162203-05|1|03/01/2015|11||02/15/2017
72512-02T|162204-31|1|07/05/2016|11|3.58|02/15/2017
72562-60T|162219-25|1|05/06/2016|11|4.65|02/15/2017
72534-61T|162225-19|1|02/01/2015|11|1.5|02/15/2017
72568-72T|162273-88|1|07/06/2016|11|8.6|02/15/2017
72627-49T|162281-53|1|07/01/2016|11|0.05|02/15/2017
72572-05T|162295-66|1|08/07/2014|11|0.15|02/15/2017
76723-48T|162306-37|1|06/30/2016|11|7.35|02/15/2017
78429-25T|162308-26|2|03/07/2016|11|1.13|02/15/2017
72643-60T|162308-26|3|09/12/2016|11|2.25|02/15/2017
72602-02T|162332-47|1|06/13/2016|11|0.03|02/15/2017
72606-61T|162334-54|1|07/07/2016|11|3.2|02/15/2017
72604-00T|162335-08|2|07/07/2016|11|1.7|02/15/2017
72608-86T|162339-13|1|07/07/2016|11|3.0|02/15/2017
72617-23T|162345-25|1|10/01/2007|11|0.8|02/15/2017
72663-76T|162407-71|1|01/05/2016|11|1.0|02/15/2017
73057-42T|162414-19|2|12/12/2014|11|0.1|02/15/2017
73063-99T|162423-37|2|11/15/2016|11|2.2800000000000002|02/15/2017
72739-63T|162433-54|1|07/08/2016|11|5.0|02/15/2017
73461-43T|162436-60|4|07/08/2016|11|0.34|02/15/2017
73054-54T|162437-59|3|07/01/2016|11||02/15/2017
73056-43T|162447-67|2|07/11/2016|11||02/15/2017
73013-41T|162449-65|1|07/10/2016|11|1.5|02/15/2017
73500-85T|162484-84|1|07/08/2016|11|6.0|02/15/2017
73012-51T|162502-03|1|07/12/2016|11|2.5|02/15/2017
72765-10T|162520-57|1|02/12/2014|11|0.14|02/15/2017
72892-27T|162522-01|1|01/01/2016|11||02/15/2017
72769-51T|162523-72|1|05/20/2015|11|0.03|02/15/2017
72771-94T|162527-32|1|10/01/2010|11|0.25|02/15/2017
72941-68T|162548-74|2|07/14/2016|11|0.25|02/15/2017
73437-58T|162551-62|3|07/12/2016|11|0.95|02/15/2017
73024-84T|162558-28|1|01/01/2015|11||02/15/2017
73023-94T|162558-28|2|07/12/2016|11|5.47|02/15/2017
73503-73T|162563-77|1|09/08/2016|11|4.0|02/15/2017
73337-23T|162578-53|1|07/18/2016|11|1.5|02/15/2017
73046-62T|162580-96|1|01/29/2016|11|1.13|02/15/2017
72822-70T|162580-96|2|07/01/2016|11|2.2|02/15/2017
72950-59T|162586-36|1|07/12/2016|11|1.1|02/15/2017
72891-55T|162588-16|1|09/19/2016|11|6.4|02/15/2017
73093-60T|162635-86|1|07/13/2016|11|3.0|02/15/2017
72886-06T|162645-40|1|07/14/2016|11|9.0|02/15/2017
72928-45T|162646-21|2|07/01/2016|11|2.27|02/15/2017
81126-55T|162651-79|2|01/11/2017|11|3.1|02/15/2017
73466-20T|162679-24|1|07/27/2015|11|0.1|02/15/2017
72925-30T|162681-22|1|07/14/2016|11|7.84|02/15/2017
81119-89T|162687-97|2|08/14/2015|11|0.35|02/15/2017
73329-04T|162687-97|3|07/14/2016|11|4.68|02/15/2017
73460-53T|162689-86|1|07/08/2016|11|0.1|02/15/2017
79611-85T|162689-86|2|12/01/2016|9||02/15/2017
73502-65T|162693-55|1|10/13/2016|11|3.3|02/15/2017
77315-77T|162694-90|2|10/19/2016|11|5.4|02/15/2017
73011-43T|162696-97|2|07/25/2016|11|1.2|02/15/2017
73422-91T|162711-10|1|07/15/2016|11|1.29|02/15/2017
73440-19T|162712-27|1|07/12/2016|11|0.13|02/15/2017
73108-18T|162713-35|1|01/13/2017|11|1.21|02/15/2017
72953-56T|162718-75|1|07/14/2016|11|0.5|02/15/2017
73049-68T|162754-03|1|06/01/2016|11|3.0|02/15/2017
73104-76T|162766-81|1|07/15/2016|11|1.25|02/15/2017
73063-09T|162769-69|1|11/12/2015|11|0.05|02/15/2017
73374-40T|162775-90|1|04/23/2012|11||02/15/2017
74046-16T|162798-31|3|07/18/2016|11||02/15/2017
73025-74T|162807-31|1|07/19/2016|11|55.0|02/15/2017
73038-16T|162821-89|1|07/12/2016|11|2.0|02/15/2017
73324-63T|162837-28|2|12/01/2016|11|1.5|02/15/2017
82375-12T|162837-28|3|03/01/2017|14||02/15/2017
73180-27T|162838-09|2|04/14/2016|11|0.7|02/15/2017
74437-75T|162838-36|2|08/18/2016|11|2.56|02/15/2017
73205-47T|162876-34|1|07/19/2016|11|0.85|02/15/2017
73109-53T|162896-77|4|07/20/2016|11|4.1|02/15/2017
73117-00T|162900-82|1|12/14/2016|11|14.0|02/15/2017
73142-11T|162903-70|1|07/07/2015|11|0.3|02/15/2017
73141-66T|162903-70|2|07/19/2016|11|2.0|02/15/2017
77740-57T|162905-14|3|01/20/2017|11|0.8|02/15/2017
73124-11T|162909-19|3|04/02/2015|11|0.22|02/15/2017
79139-17T|162909-28|2|09/01/2016|11||02/15/2017
73144-09T|162940-60|2|07/18/2016|11|0.26|02/15/2017
81757-99T|162940-60|3|01/23/2017|11|0.65|02/15/2017
73319-59T|162945-37|5|07/28/2016|11|0.5|02/15/2017
73146-97T|162948-88|1|04/29/2015|11|2.5|02/15/2017
73154-62T|162953-02|1|06/17/2016|11|3.0|02/15/2017
73162-99T|162967-15|2|07/20/2016|11|0.3|02/15/2017
73237-87T|162975-79|1|06/16/2015|11|0.5|02/15/2017
73168-39T|162975-79|2|08/04/2016|11|1.0|02/15/2017
73183-06T|162976-15|1|07/20/2016|11|2.5|02/15/2017
73175-41T|162977-05|1|06/01/2016|11|30.0|02/15/2017
81369-01T|163004-14|2|05/08/2013|11|1.5|02/15/2017
73281-43T|163004-14|3|06/01/2016|11|0.14|02/15/2017
80099-02T|163032-58|5|11/04/2016|11|1.6|02/15/2017
73229-50T|163035-19|1|06/22/2016|11|0.1|02/15/2017
73263-43T|163071-91|1|10/24/2016|11||02/15/2017
79129-54T|163074-25|4|09/16/2016|11||02/15/2017
73800-91T|163075-15|1|12/31/2014|11|0.25|02/15/2017
73802-53T|163075-60|1|05/01/2015|11|1.5|02/15/2017
81346-33T|163077-76|2|01/19/2017|11|1.5|02/15/2017
73297-00T|163106-02|1|07/22/2016|11|0.03|02/15/2017
74552-41T|163108-27|2|10/13/2015|11||02/15/2017
73316-80T|163134-28|1|07/25/2016|11|1.55|02/15/2017
79945-21T|163134-28|2|12/01/2016|9|10.0|02/15/2017
73322-92T|163135-81|1|07/25/2016|11|2.5|02/15/2017
73665-73T|163152-82|1|10/12/2015|11|3.5|02/15/2017
73339-75T|163154-17|2|07/26/2016|11||02/15/2017
73369-54T|163158-40|1|09/19/2016|11|2.77|02/15/2017
73400-59T|163205-56|1|06/27/2016|11|1.6|02/15/2017
73737-91T|163212-94|2|02/10/2015|11|0.35|02/15/2017
73407-88T|163223-02|1|07/26/2016|11|7.0|02/15/2017
80660-08T|163223-02|2|01/03/2017|11|12.5|02/15/2017
73409-50T|163228-87|1|05/11/2016|11|0.54|02/15/2017
73413-37T|163233-91|1|07/22/2016|11|1.0|02/15/2017
73490-77T|163248-67|1|01/01/2015|11|4.95|02/15/2017
73430-83T|163251-64|1|09/21/2016|11|2.5|02/15/2017
73435-15T|163256-14|1|12/09/2016|11|4.55|02/15/2017
73450-63T|163256-50|2|09/21/2016|9|0.8|02/15/2017
73444-42T|163259-65|1|12/15/2014|11|0.25|02/15/2017
73446-49T|163259-65|2|12/14/2015|11||02/15/2017
73445-05T|163267-39|1|07/27/2016|11|10.0|02/15/2017
73493-02T|163284-94|1|07/25/2016|11|1.94|02/15/2017
73500-40T|163286-47|1|07/26/2016|11|0.5|02/15/2017
73485-01T|163302-85|1|03/01/2015|11|0.03|02/15/2017
73495-00T|163311-85|1|03/15/2014|11|0.5|02/15/2017
73509-40T|163333-72|2|03/05/2016|11|0.25|02/15/2017
73512-82T|163336-24|1|07/28/2016|11|10.5|02/15/2017
73530-19T|163343-71|2|08/15/2016|11|1.0|02/15/2017
73546-30T|163371-25|2|07/28/2016|11|2.15|02/15/2017
73569-34T|163403-56|1|07/19/2016|11|9.74|02/15/2017
73617-40T|163436-68|1|07/29/2016|11|0.38|02/15/2017
73644-31T|163480-06|1|08/01/2016|11|0.4|02/15/2017
73701-91T|163497-52|2|09/20/2016|11|2.5|02/15/2017
76757-23T|163501-84|2|04/15/2016|11||02/15/2017
73674-37T|163507-15|1|08/01/2016|11|0.7|02/15/2017
73712-44T|163535-95|1|05/04/2015|11|0.75|02/15/2017
73717-93T|163536-49|1|04/27/2012|11|0.17|02/15/2017
73713-97T|163553-86|1|08/01/2016|11|29.16|02/15/2017
73722-88T|163566-46|1|05/20/2015|11|0.03|02/15/2017
73820-26T|163567-27|1|12/13/2016|11|2.65|02/15/2017
73728-64T|163570-96|1|08/02/2016|11|8.1|02/15/2017
73756-81T|163574-74|2|10/21/2015|12||02/15/2017
73789-21T|163578-61|1|06/28/2016|11|2.5|02/15/2017
73789-48T|163578-97|1|02/23/2016|11|15.0|02/15/2017
73785-52T|163579-51|1|01/30/2015|11|0.2|02/15/2017
73995-40T|163607-32|1|10/11/2016|11|3.2|02/15/2017
73807-75T|163623-88|1|12/21/2016|11|1.92|02/15/2017
73787-59T|163624-24|1|08/03/2016|11|2.73|02/15/2017
73848-52T|163658-80|2|02/01/2016|11|0.1|02/15/2017
73851-94T|163663-48|2|04/08/2016|11|1.2|02/15/2017
74263-78T|163670-68|1|09/21/2016|11|2.5|02/15/2017
73857-25T|163685-98|1|06/01/2016|11|2.5|02/15/2017
74044-90T|163687-24|1|01/01/2015|11|0.15|02/15/2017
74044-54T|163687-24|2|10/22/2015|11|2.0|02/15/2017
73879-57T|163702-45|1|08/04/2016|11|3.0|02/15/2017
73875-25T|163712-71|1|04/12/2016|11|1.2|02/15/2017
77005-27T|163727-74|1|11/05/2014|11|0.05|02/15/2017
77004-91T|163727-74|2|12/18/2014|11|0.45|02/15/2017
73891-09T|163727-74|3|04/28/2016|11|12.9|02/15/2017
73897-48T|163733-59|2|05/05/2016|11|27.0|02/15/2017
73904-86T|163737-37|1|10/23/2015|11|3.07|02/15/2017
74201-23T|163775-89|1|11/10/2014|11|1.5|02/15/2017
74989-90T|163776-79|2|12/30/2016|11|0.99|02/15/2017
73952-83T|163783-63|1|08/08/2016|11|1.0|02/15/2017
77291-02T|163788-85|1|09/20/2016|11|11.13|02/15/2017
76838-95T|163789-66|5|10/07/2016|9||02/15/2017
73962-10T|163790-11|3|08/15/2015|11|2.2|02/15/2017
73964-71T|163790-29|1|08/01/2016|11|0.75|02/15/2017
73965-88T|163794-25|1|07/25/2014|11|18.0|02/15/2017
73970-65T|163796-50|1|08/04/2016|11|40.0|02/15/2017
74000-26T|163804-33|2|12/21/2015|11|0.15|02/15/2017
74000-35T|163804-33|3|08/06/2016|11|0.1|02/15/2017
77460-31T|163805-32|1|10/09/2016|11|1.0|02/15/2017
74029-69T|163837-90|2|09/13/2016|11|0.75|02/15/2017
74269-63T|163845-10|1|01/29/2014|11|0.75|02/15/2017
74032-93T|163845-10|2|02/01/2016|11|0.03|02/15/2017
81268-75T|163845-64|1|08/04/2016|11|0.6|02/15/2017
75212-02T|163849-24|1|05/12/2016|11|0.5|02/15/2017
74493-28T|163852-30|1|08/09/2016|11|0.5|02/15/2017
75215-17T|163852-75|2|07/15/2015|11||02/15/2017
74074-87T|163856-53|1|08/10/2016|11||02/15/2017
74085-94T|163857-88|3|08/09/2016|11|0.06|02/15/2017
74050-03T|163858-06|1|08/09/2016|11|1.8|02/15/2017
74067-85T|163866-34|1|12/03/2015|11|0.75|02/15/2017
74082-25T|163867-51|3|04/13/2016|11||02/15/2017
74947-42T|163925-65|2|02/28/2016|11||02/15/2017
82342-72T|163925-65|3|11/07/2016|11||02/15/2017
75084-58T|163942-30|1|03/31/2016|11||02/15/2017
75059-47T|163943-38|2|08/25/2016|11||02/15/2017
74158-39T|163944-28|1|07/01/2014|11|2.86|02/15/2017
75079-81T|163944-64|1|09/01/2016|11||02/15/2017
75093-04T|163945-00|1|06/01/2015|11||02/15/2017
74173-33T|163955-53|1|08/11/2016|11|7.0|02/15/2017
75207-97T|163957-42|1|12/29/2010|11|0.76|02/15/2017
75207-88T|163957-42|2|05/07/2014|11|0.22|02/15/2017
74299-42T|163968-13|1|06/16/2016|11|1.6|02/15/2017
74245-60T|163981-63|1|08/14/2016|11|1.0|02/15/2017
79764-94T|163981-63|2|12/13/2016|11|0.19|02/15/2017
74250-01T|163981-99|2|08/15/2016|9|0.16|02/15/2017
79937-83T|164001-07|3|01/01/2016|11||02/15/2017
74309-59T|164007-01|1|08/15/2016|11|2.1|02/15/2017
74297-98T|164032-39|1|08/15/2016|11|2.23|02/15/2017
74580-04T|164035-45|2|04/18/2010|11|0.35|02/15/2017
74310-76T|164053-36|3|04/04/2016|11|0.25|02/15/2017
76736-35T|164068-75|1|06/09/2016|11|6.13|02/15/2017
74315-35T|164071-18|1|03/11/2016|11||02/15/2017
75191-59T|164077-75|1|08/04/2014|11|2.0|02/15/2017
76730-86T|164078-83|1|06/21/2016|11||02/15/2017
74355-67T|164079-28|1|08/16/2016|11|0.43|02/15/2017
74354-59T|164082-16|1|08/16/2016|11|0.75|02/15/2017
74349-01T|164094-22|1|01/01/2016|11||02/15/2017
74351-89T|164096-20|1|02/01/2016|11||02/15/2017
75098-26T|164124-37|1|08/17/2016|11|7.13|02/15/2017
75189-52T|164126-71|1|05/09/2016|11|0.05|02/15/2017
75239-65T|164148-22|1|03/18/2013|11|0.64|02/15/2017
74502-10T|164177-38|1|12/23/2015|11|2.95|02/15/2017
78203-71T|164203-66|2|11/08/2016|11|4.5|02/15/2017
74527-57T|164216-53|2|08/18/2016|11|0.13|02/15/2017
75033-10T|164241-91|1|01/01/2014|11|0.1|02/15/2017
74575-54T|164255-05|1|08/22/2016|11|20.0|02/15/2017
74581-93T|164263-33|1|08/23/2016|11|6.2|02/15/2017
74584-27T|164266-48|2|05/31/2016|11|1.0|02/15/2017
76496-77T|164266-48|4|09/01/2017|14|12.5|02/15/2017
74606-14T|164273-95|3|04/01/2016|11|1.4|02/15/2017
81120-52T|164273-95|4|10/18/2016|11|1.0|02/15/2017
74593-90T|164274-58|1|08/10/2016|11|6.5|02/15/2017
74648-71T|164308-96|1|08/01/2016|11||02/15/2017
74650-06T|164310-76|1|07/12/2016|11||02/15/2017
74655-73T|164313-37|5|07/12/2016|11|2.5|02/15/2017
74659-87T|164320-57|1|08/24/2016|11|0.8|02/15/2017
74693-17T|164342-08|1|08/24/2016|11|2.3|02/15/2017
74688-40T|164343-25|2|05/26/2016|11||02/15/2017
74696-41T|164343-88|1|01/01/2016|11||02/15/2017
74701-36T|164345-41|1|06/07/2016|11||02/15/2017
74760-85T|164346-22|1|09/21/2016|11|1.3|02/15/2017
79291-27T|164355-31|2|12/01/2016|11|1.8|02/15/2017
74819-17T|164357-29|1|08/05/2016|11|0.16|02/15/2017
74747-26T|164362-42|1|10/01/2014|11|1.5|02/15/2017
74746-90T|164362-42|2|08/05/2015|11|1.5|02/15/2017
74758-24T|164365-30|4|07/13/2016|9||02/15/2017
74730-97T|164366-83|1|08/10/2016|11|0.38|02/15/2017
74741-32T|164373-31|1|12/02/2016|11|2.5|02/15/2017
74766-52T|164387-98|1|04/01/2015|11|1.0|02/15/2017
74767-33T|164387-98|2|08/25/2016|11|3.5|02/15/2017
74776-96T|164396-62|1|08/25/2016|11|3.79|02/15/2017
74787-85T|164407-42|1|08/24/2016|11|1.5|02/15/2017
76507-12T|164407-96|3|09/28/2016|11|1.3|02/15/2017
74875-96T|164408-86|4|09/06/2016|11|1.65|02/15/2017
74822-23T|164409-04|1|02/01/2015|11|0.12|02/15/2017
74822-14T|164409-04|2|08/01/2015|11|0.6|02/15/2017
78237-82T|164409-94|2|08/01/2016|11|1.0|02/15/2017
74841-22T|165898-00|2|08/29/2016|11|9.75|02/15/2017
74881-81T|165913-30|1|10/23/2016|11|1.18|02/15/2017
74860-75T|165913-48|1|08/29/2016|11||02/15/2017
